MonthlyCharges,TotalCharges
73.35, 
100.05,6034.85
20.35,531.6
43.95,85.1
23.5,173
70.7,2511.95
94.3,3893.6
29.15,357.15
20.85,467.5
37.7,2288.7
95.5,4627.85
91.05,289.1
92.45,6460.55
44.15,1931.3
36.05,402.6
50.25,2221.55
109.75,7758.9
79.2,172.85
20.3,224.5
112.35,7388.45
94.3,3460.95
41.15,1700.9
74.65,3090.65
48.25,1293.8
76.15,645.8
71.1,5224.95
96.55,500.1
79.3,2427.1
89.6,3488.15
20.5,1035.7
106.3,7565.35
100.35,2799
85.6,1601.5
45.25,85.5
106.15,6256.2
51.1,1232.9
19.9,19.9
25.7,1937.4
74.3,1096.25
99.4,5059.75
69.7,3023.65
98.35,4889.2
85.45,2289.9
95.9,6503.2
100.75,1313.25
89.2,990.3
74.1,228
100.6,5746.15
75,209.1
25.75,1864.2
84.1,5979.7
79.3,3902.45
107.05,7142.5
20.05,902
70.2,4481
19.5,805.2
70.75,154.85
45.3,528.45
115.15,8349.7
72.95,4953.25
19.65,332.65
19.55,470.2
89.55,2259.35
50.35,1411.35
50.25,593.75
87.25,6328.7
20.8,1411.9
109.25,6841.4
20.35,20.35
55.9,238.5
79.2,3233.85
96,1062.1
79.2,4016.3
24,226.55
101.35,7110.75
100.1,5440.9
56.5,235.1
35.45,1958.95
85,85
79.4,5528.9
35.2,1463.7
19.65,1025.05
49.85,552.1
68.75,3815.4
61.9, 
79.9,3313.4
89.75,1938.9
59.3,3014.65
19.4,460.25
93.65,4839.15
49.4,184.4
19.9,19.9
55,2010.55
72.9,5139.65
69.2,69.2
25.6,1673.4
19.75,309.35
55.7,3171.6
117.5,8670.1
19.85,916
78.9,299.75
20.65,702.05
62.3,2354.8
92.5,3473.4
19.65,19.65
79.75,4438.2
79.95,4819.75
29.9,92.25
19.75,1567
45,1242.45
44.8,559.2
69.65,220.1
51.1,531.15
53.15,1183.2
24.7,465.85
111.6,6876.05
48.55,501
109.95,3782.4
20.8,460.2
20.2,20.2
25.6,1790.35
39.65,733.35
24.9,1334
108.4,7767.25
19.55,876.15
85.1,4600.95
56.7,113.55
69.05,1793.25
70.15,886.7
111.15,7737.55
105.95,1348.9
89.35,1686.85
89.1,1879.25
91.25,4013.8
90.35,434.5
105.55,7195.35
19.1,780.1
20.4,107.6
100.45,3801.7
74.95,308.7
29.7,438.25
50.35,50.35
85.7,3778.1
47.85,3147.5
94,5438.95
69.85,5102.35
70.3,70.3
25.85,1872.2
71.1,213.35
98.8,5617.75
93.35,5386.5
99.85,1776.95
80.3,2483.05
50.55,235.65
80.45,5224.35
81.3,2272.8
20.7,83.75
79.05,4663.4
19.05,201.7
19.6,125
20.2,684.4
86.8,620.35
20.9,1146.05
103.6,1806.35
38.8,603
88.4,5798.3
84.2,519.15
79.7,497.6
99,1301.7
100.75,1129.75
19.3,19.3
55.75,266.95
19.95,257
91.75,865.8
89.65,2623.65
45.85,45.85
79.55,79.55
55.95,1082.8
69,147.8
83.55,2570.2
65.7,4378.9
94.9,3616.25
61.9,2924.05
111.1,6014.85
20,32.7
67.7,2882.25
25.15,1509.9
92.85,5305.05
89.1,2368.4
111.3,7985.9
101.9,3545.35
91.65,1301
88.85,372.45
60.6,2985.25
25.3,77.75
65.5,564.35
95.45,95.45
19.95,1311.75
91.1,1135.7
54.15,2319.8
74.6,3720.35
94.6,5025.8
81.15,5224.5
89.05,6185.8
49.2,1498.55
19.45,1208.6
104.3,6613.65
69.7,69.7
89.5,573.3
86.05,1818.9
25.2,1787.35
35.15,1051.05
99.65,7181.25
105.35,3688.6
35.15,99.75
73.75,871.4
101.35,780.5
24.3,821.6
80.7,239.45
89.85,244.45
61.1,3357.9
29.05,129.6
99.7,4977.2
55.9,365.35
105.9,334.65
46,2424.05
43.95,43.95
80.4,4981.15
100.05,2090.25
45.1,45.1
94,4905.75
68.95,2038.7
68.45,4014
69,2441.7
43.85,2751
44.5,1307.8
18.7,383.65
70.25,2868.05
55.35,449.75
53.55,53.55
114.6,7882.5
20.1,1087.7
85.5,791.7
108.75,7493.05
103,4414.3
97.85,6841.3
19.55,819.95
84.05,6052.25
103.75,3361.05
89.4,4869.5
19.7,509.3
79.85,4308.25
74.45,221.1
74.1,3833.95
69.35,69.35
18.8,294.95
73.85,4092.85
64.4,316.9
55.8,2651.2
20.05,471.7
75.15,216.75
99.15,5720.95
56.75,503.25
69.6,69.6
104.15,7365.3
110.8,7245.9
80.15,385
35.75,961.4
69.9,4615.9
89.2,3251.3
55.65,3880.05
50.7,3088.75
20,1396
30.5,30.5
19.1,53.05
98.3,6859.5
45.55,2108.35
101.05,6770.5
103.7,4730.6
36.25,1151.05
49.4,232.55
19.9,1022.6
107.4,5121.3
82,1127.2
19.8,309.4
45.05,523.1
64.55,4250.1
86.25,770.5
19.75,246.7
89.1,3342
95.55,3930.6
75.4,1747.85
101.25,2754.45
102.6,897.75
56.3,2780.6
94.2,5895.45
43.05,2208.05
89.5,2196.15
74.4,1692.6
20.5,20.5
74.35,265.35
99.75,1836.25
111.95,6418.9
94,4871.45
98.85,4947.55
64.35,1558.65
72,4284.2
49.7,1218.25
80.7,5617.95
24.2,24.2
39,679.85
65.45,554.45
74.35,5237.4
83.2,2032.3
25,789.2
40.2,1525.35
94.1,2804.45
108.35,3726.15
69.5,1652.1
76,1588.75
93.6,3366.05
95.65,778.1
100.55,7113.75
88.05,4367.35
24.45,993.15
89.55,5012.35
66.5,2728.6
76.1,2093.4
80.5,1011.8
35.45,106.85
20.55,1343.4
49.9,130.1
105.4,6794.75
35.75,1022.5
95.1,3691.2
19.3,486.2
104.5,4036.85
63.1,4685.55
75.05,256.25
81,1917.1
74.45,74.45
60.4,272.15
84.95,5150.55
93.4,3756.4
89.2,3645.75
85.2,2874.45
49.95,49.95
20.65,1020.75
70.65,70.65
20.15,826
19.2,239
59.8,727.8
104.95,7544.3
103.5,6479.4
84.8,3626.35
95.05,1679.4
44.2,403.35
73.35,931.55
64.1,4326.25
44.4,263.05
20.05,39.25
60,3316.1
75.75,75.75
69.5,2625.25
102.95,6886.25
78.7,1495.1
60.65,743.3
21.15,1419.4
84.8,1990.5
103.2,7362.9
29.6,346.45
74.4,306.6
105.65,6844.5
